user_id,timestamp,ip_address,action,login_attempts,file_size,anomaly_type,label
1037,2024-09-20 16:57:43.966171,10.198.116.172,login,2,0.0,None,0
1037,2024-09-24 12:21:29.828992,172.31.113.109,file access,0,49.33,None,0
1037,2024-09-29 21:44:20.786828,10.162.172.135,network traffic,0,0.0,DDoS_Attempt,1
1038,2024-09-21 07:18:03.965482,192.168.2.250,remote login,6,0.0,None,0
1038,2024-10-03 07:43:24.401820,10.15.107.167,usb insert,0,0.0,USB_Access,1
1042,2024-10-11 02:38:08.410033,10.98.185.41,remote login,4,0.0,DDoS_Attempt,1
1044,2024-10-03 18:14:50.100821,172.27.157.151,login,2,0.0,None,0
1044,2024-10-08 14:47:46.273704,192.168.26.206,file access,0,48.77,None,0
1045,2024-10-07 08:17:27.158201,10.55.43.50,file access,0,28.69,None,0
1046,2024-09-30 15:30:26.386596,192.168.168.139,file access,0,33.96,None,0
1047,2024-10-06 08:16:29.628880,172.17.95.57,usb insert,0,0.0,None,0
1049,2024-10-04 05:45:26.559291,172.25.162.160,file access,0,28.37,None,0
1049,2024-10-12 05:53:27.413417,10.173.224.192,file access,0,37.88,None,0
1052,2024-09-18 23:48:11.540469,172.16.22.11,usb insert,0,0.0,DDoS_Attempt,1
1054,2024-10-09 00:20:56.928340,192.168.102.22,file access,0,15.03,None,0
1060,2024-09-13 17:53:17.363583,192.168.127.105,file access,0,26.21,USB_Access,1
1060,2024-09-21 06:53:58.516386,10.106.141.68,login,7,0.0,None,0
1060,2024-10-09 00:01:07.894031,172.21.113.189,remote login,2,0.0,None,0
1061,2024-09-13 08:19:14.077683,172.22.42.87,login,2,0.0,None,0
1062,2024-10-07 08:57:35.278364,172.29.159.213,exfiltration,0,38.1,Data_Exfil,1
1065,2024-10-10 11:52:42.104181,172.24.203.183,file access,0,9.35,None,0
1066,2024-09-23 12:52:52.065993,192.168.65.151,network traffic,0,0.0,None,0
1067,2024-09-29 12:36:32.483575,192.168.185.139,exfiltration,10,0.0,Data_Exfil,1
1068,2024-09-29 22:22:30.013168,10.82.102.74,exfiltration,0,19.57,Data_Exfil,1
1071,2024-09-14 15:47:32.694224,192.168.123.86,file access,0,23.14,None,0
1071,2024-09-23 11:17:19.863909,172.24.105.224,login,3,0.0,None,0
1071,2024-09-26 02:59:29.980705,172.29.82.5,file access,0,20.31,None,0
1072,2024-09-22 18:38:37.458813,10.133.33.159,file access,0,37.1,None,0
1072,2024-10-03 12:39:01.795032,172.18.140.44,remote login,4,0.0,None,0
1073,2024-09-17 12:56:08.987044,172.20.24.174,login,8,0.0,None,0
1073,2024-10-05 21:06:36.668991,10.27.233.239,network traffic,0,0.0,None,0
1075,2024-09-16 07:11:05.283435,192.168.229.248,network traffic,0,0.0,None,0
1077,2024-10-12 03:12:34.418684,10.98.236.56,login,1,0.0,None,0
1078,2024-10-04 21:53:40.306490,10.112.58.135,usb insert,0,0.0,None,0
1079,2024-09-24 05:48:32.783538,10.124.157.41,file access,0,18.75,None,0
1080,2024-09-16 13:46:19.760640,192.168.140.129,usb insert,0,0.0,None,0
1081,2024-09-23 15:12:27.316013,192.168.196.93,usb insert,0,0.0,None,0
1083,2024-09-15 00:39:24.597440,10.82.226.62,login,5,0.0,None,0
1084,2024-09-18 08:03:40.668285,192.168.53.246,network traffic,0,0.0,None,0
1086,2024-10-12 02:00:45.389534,192.168.202.67,usb insert,0,0.0,None,0
1087,2024-09-21 15:19:26.432783,10.73.141.41,network traffic,0,0.0,None,0
1088,2024-09-15 03:04:33.205009,172.20.234.23,file access,0,41.21,None,0
1090,2024-09-28 21:11:37.100917,192.168.230.88,file access,0,41.6,None,0
1092,2024-10-07 19:39:06.404784,10.183.71.125,network traffic,0,0.0,None,0
1092,2024-10-11 18:03:13.559365,172.21.61.41,remote login,4,0.0,None,0
1094,2024-09-21 16:20:46.180419,10.152.48.49,file access,0,32.18,None,0
1096,2024-10-07 19:12:05.868610,172.22.18.108,network traffic,0,0.0,None,0
1097,2024-09-28 15:29:55.749157,172.30.157.61,remote login,9,0.0,None,0
1097,2024-10-01 06:13:34.586365,192.168.90.243,file access,0,1.04,None,0
1098,2024-09-28 08:01:43.277740,192.168.33.218,login,3,0.0,None,0
1099,2024-09-30 20:27:54.683470,10.20.152.175,usb insert,0,0.0,DDoS_Attempt,1
1100,2024-10-11 22:34:48.138245,10.18.225.70,file access,0,24.42,DDoS_Attempt,1
1103,2024-10-11 02:33:21.070679,172.26.150.199,network traffic,0,0.0,None,0
1107,2024-10-01 10:38:11.653626,192.168.40.165,network traffic,0,0.0,None,0
1109,2024-09-14 15:59:51.474582,10.118.78.235,login,5,0.0,None,0
1109,2024-10-03 13:50:40.281064,172.29.92.144,remote login,5,0.0,None,0
1109,2024-10-04 13:09:13.406895,10.12.172.201,usb insert,0,0.0,None,0
1110,2024-09-23 00:55:14.726831,192.168.17.220,usb insert,0,0.0,None,0
1110,2024-10-03 22:55:43.110817,192.168.46.224,file access,0,22.85,None,0
1112,2024-09-13 16:40:28.050443,10.87.104.166,file access,0,17.28,None,0
1113,2024-10-07 01:45:53.266756,172.29.58.212,network traffic,0,0.0,None,0
1113,2024-10-09 15:30:51.091400,192.168.111.40,file access,0,42.9,None,0
1116,2024-10-11 11:04:54.192621,10.159.114.8,remote login,4,0.0,Brute_Force,1
1117,2024-09-16 12:18:42.127237,192.168.7.101,network traffic,0,0.0,None,0
1118,2024-09-13 02:32:16.795408,192.168.124.251,file access,0,34.32,None,0
1119,2024-09-18 20:48:27.490028,10.147.117.48,usb insert,0,0.0,None,0
1121,2024-09-19 15:11:17.897604,192.168.112.169,file access,0,9.08,None,0
1121,2024-10-08 06:04:50.919001,172.25.148.125,file access,0,15.3,None,0
1122,2024-09-23 21:36:32.279224,172.31.248.171,remote login,3,0.0,None,0
1123,2024-09-17 01:47:24.897385,10.46.230.131,usb insert,0,0.0,None,0
1126,2024-09-15 08:40:02.236564,192.168.201.27,file access,0,19.88,None,0
1126,2024-09-21 06:29:24.328304,192.168.39.249,exfiltration,0,0.0,Data_Exfil,1
1126,2024-09-23 10:47:47.331317,172.20.136.102,file access,0,11.9,Brute_Force,1
1126,2024-09-28 12:22:04.684762,172.20.160.12,file access,0,1.9,None,0
1126,2024-10-05 20:02:15.111226,10.200.148.29,network traffic,0,0.0,None,0
1128,2024-09-19 22:16:18.588603,10.101.94.0,usb insert,0,0.0,None,0
1128,2024-09-28 08:18:03.099478,10.19.51.205,network traffic,0,0.0,None,0
1128,2024-10-12 14:06:38.438318,10.27.121.196,remote login,5,0.0,None,0
1129,2024-09-22 00:26:02.091948,172.16.227.50,remote login,4,0.0,None,0
1130,2024-09-14 10:49:17.214269,192.168.82.150,usb insert,0,0.0,None,0
1133,2024-09-23 14:02:25.804364,172.19.155.31,file access,0,41.73,None,0
1134,2024-09-22 05:51:47.219073,172.28.46.217,file access,0,31.14,None,0
1135,2024-09-17 00:30:58.704480,10.76.21.63,remote login,10,0.0,None,0
1138,2024-09-18 19:24:27.687623,10.152.221.223,usb insert,0,0.0,None,0
1138,2024-10-07 16:26:42.315561,10.244.226.213,remote login,7,0.0,DDoS_Attempt,1
1139,2024-10-09 15:18:13.274100,10.169.77.210,file access,0,17.97,None,0
1140,2024-10-04 23:01:25.256851,10.75.230.134,remote login,4,0.0,None,0
1141,2024-09-24 03:39:04.389600,10.49.97.188,file access,0,37.31,None,0
1141,2024-09-27 16:21:48.613002,10.211.39.106,remote login,8,0.0,None,0
1146,2024-09-30 05:11:19.761736,172.16.145.85,usb insert,0,0.0,None,0
1146,2024-10-03 07:19:43.305297,172.17.15.98,exfiltration,2,0.0,Data_Exfil,1
1153,2024-10-03 06:30:05.212878,192.168.87.80,remote login,6,0.0,None,0
1154,2024-10-05 20:41:05.136489,172.20.8.45,usb insert,0,0.0,None,0
1156,2024-09-21 05:42:17.878219,192.168.18.91,file access,0,30.25,None,0
1159,2024-09-13 20:05:46.144542,10.46.138.218,remote login,4,0.0,DDoS_Attempt,1
1159,2024-10-04 21:03:11.650527,172.29.81.141,remote login,2,0.0,None,0
1160,2024-10-01 12:22:24.069264,192.168.100.176,file access,0,30.22,None,0
1161,2024-09-14 08:37:45.011060,192.168.217.137,exfiltration,8,0.0,Data_Exfil,1
1162,2024-09-19 06:22:42.226618,172.28.43.73,network traffic,0,0.0,None,0
1163,2024-10-11 08:17:56.144442,10.92.220.65,file access,0,45.94,None,0
1165,2024-09-15 12:47:27.106690,192.168.250.123,file access,0,27.97,None,0
1165,2024-10-05 20:13:42.271308,10.48.209.242,file access,0,3.75,None,0
1166,2024-09-25 10:07:54.959914,192.168.233.0,remote login,6,0.0,None,0
1167,2024-10-04 13:44:46.922704,192.168.244.219,file access,0,36.54,None,0
1170,2024-10-08 17:21:28.927569,192.168.130.141,file access,0,12.79,None,0
1171,2024-09-28 14:42:50.757619,192.168.11.89,network traffic,0,0.0,None,0
1179,2024-09-14 08:11:42.899782,192.168.174.18,remote login,6,0.0,None,0
1183,2024-09-29 19:57:45.744565,172.17.57.12,remote login,7,0.0,None,0
1183,2024-10-10 09:15:43.735505,10.164.73.59,remote login,5,0.0,None,0
1185,2024-09-22 03:14:03.941917,172.22.176.151,usb insert,0,0.0,None,0
1186,2024-09-14 10:16:17.196484,192.168.101.164,file access,0,40.58,USB_Access,1
1186,2024-09-27 15:54:34.070900,172.22.226.201,remote login,3,0.0,USB_Access,1
1187,2024-09-28 10:12:32.471952,10.36.41.157,usb insert,0,0.0,None,0
1187,2024-10-05 03:07:08.167681,172.28.219.153,file access,0,30.36,None,0
1188,2024-09-21 16:30:18.589466,192.168.82.53,login,2,0.0,None,0
1194,2024-09-30 07:42:56.960982,192.168.221.26,file access,0,1.53,None,0
1194,2024-10-03 02:04:40.969347,192.168.37.184,login,2,0.0,None,0
1194,2024-10-08 22:14:50.675727,10.63.173.129,file access,0,16.11,None,0
1195,2024-10-12 03:06:51.457143,10.113.102.240,remote login,7,0.0,None,0
1197,2024-09-20 14:31:01.703247,172.24.137.8,usb insert,0,0.0,None,0
1199,2024-10-02 22:03:52.738623,192.168.10.88,login,10,0.0,None,0
1203,2024-09-26 09:40:00.769134,10.121.110.161,network traffic,0,0.0,None,0
1203,2024-09-29 06:50:12.210042,10.201.36.212,remote login,1,0.0,None,0
1204,2024-09-17 19:56:56.944476,10.136.27.32,file access,0,20.63,Brute_Force,1
1204,2024-10-03 21:50:17.734246,10.233.36.56,usb insert,0,0.0,None,0
1208,2024-10-02 20:29:08.385244,10.62.147.181,remote login,2,0.0,USB_Access,1
1211,2024-09-13 03:40:52.005215,10.205.160.205,login,4,0.0,None,0
1212,2024-09-14 22:58:51.309045,192.168.28.166,login,4,0.0,DDoS_Attempt,1
1213,2024-10-03 00:25:30.107002,192.168.235.108,file access,0,30.09,None,0
1214,2024-09-23 15:35:21.413639,10.16.106.206,file access,0,14.23,None,0
1215,2024-09-14 23:00:04.750047,172.23.63.196,file access,0,42.61,None,0
1216,2024-10-12 14:38:26.624712,192.168.154.14,file access,0,27.44,None,0
1217,2024-10-07 04:02:12.643667,192.168.42.137,file access,0,47.08,None,0
1221,2024-09-19 17:32:47.843987,172.28.20.15,file access,0,39.06,Brute_Force,1
1222,2024-09-17 18:59:50.848066,10.116.166.79,remote login,3,0.0,None,0
1223,2024-09-14 15:05:29.079929,10.124.181.251,network traffic,0,0.0,None,0
1224,2024-09-21 10:51:30.040582,10.77.158.54,file access,0,25.0,None,0
1225,2024-10-08 13:39:33.128780,192.168.120.4,file access,0,49.09,None,0
1226,2024-09-27 02:31:01.528472,172.25.12.69,network traffic,0,0.0,None,0
1226,2024-10-06 09:40:59.989469,192.168.166.142,usb insert,0,0.0,None,0
1227,2024-10-01 01:29:31.285760,192.168.30.244,file access,0,23.53,Brute_Force,1
1227,2024-10-03 06:22:43.742184,192.168.148.116,usb insert,0,0.0,Brute_Force,1
1228,2024-10-07 09:17:37.589823,192.168.158.68,file access,0,8.25,None,0
1228,2024-10-11 02:42:16.756898,10.100.214.229,file access,0,19.51,None,0
1230,2024-09-22 03:07:11.663342,192.168.128.201,usb insert,0,0.0,None,0
1230,2024-09-27 19:20:29.535186,192.168.48.106,file access,0,23.29,None,0
1231,2024-10-10 06:51:35.666533,192.168.33.37,file access,0,28.14,None,0
1232,2024-09-17 21:01:15.297255,172.27.99.118,usb insert,0,0.0,None,0
1233,2024-09-19 16:29:17.834192,192.168.86.61,network traffic,0,0.0,None,0
1234,2024-10-01 01:43:28.227881,192.168.250.21,login,10,0.0,None,0
1235,2024-09-22 18:40:12.208799,10.189.59.24,file access,0,44.58,None,0
1237,2024-09-21 16:54:27.355498,10.13.20.253,remote login,10,0.0,None,0
1237,2024-10-11 15:44:27.485341,192.168.206.101,network traffic,0,0.0,None,0
1245,2024-09-25 15:54:41.585827,192.168.161.104,file access,0,14.9,None,0
1245,2024-09-27 16:03:31.950579,192.168.231.201,file access,0,4.39,None,0
1245,2024-10-08 03:21:13.301205,10.181.94.193,exfiltration,0,2.07,Data_Exfil,1
1246,2024-09-24 22:05:24.974487,192.168.93.19,remote login,4,0.0,None,0
1246,2024-10-10 21:38:18.308937,192.168.226.64,file access,0,25.61,None,0
1249,2024-09-14 19:04:11.556008,192.168.200.76,network traffic,0,0.0,None,0
1249,2024-10-03 12:31:42.813765,172.29.205.99,remote login,8,0.0,None,0
1252,2024-09-27 05:40:52.329991,192.168.15.184,usb insert,0,0.0,None,0
1253,2024-10-03 00:08:42.085747,10.247.97.209,file access,0,2.08,None,0
1254,2024-09-24 05:18:28.166081,192.168.218.78,file access,0,24.31,None,0
1254,2024-10-03 02:35:27.230296,192.168.52.41,login,9,0.0,None,0
1254,2024-10-11 05:45:18.039750,172.18.186.68,file access,0,38.77,None,0
1255,2024-10-03 17:33:12.674832,10.1.52.165,file access,0,18.34,None,0
1257,2024-09-13 23:24:03.542545,192.168.211.163,file access,0,0.95,None,0
1257,2024-09-29 03:33:35.910069,10.80.114.60,remote login,10,0.0,None,0
1259,2024-10-05 23:42:47.986212,192.168.235.227,remote login,5,0.0,None,0
1260,2024-10-01 04:20:31.395463,172.17.251.90,remote login,4,0.0,None,0
1261,2024-09-19 19:41:14.977854,192.168.126.206,usb insert,0,0.0,Brute_Force,1
1265,2024-09-14 12:32:21.591540,172.31.166.149,exfiltration,0,0.0,Data_Exfil,1
1267,2024-09-27 22:13:01.490897,192.168.199.22,file access,0,34.82,None,0
1269,2024-09-21 08:01:21.277809,10.106.179.137,file access,0,18.71,None,0
1271,2024-09-25 15:24:27.228781,192.168.209.17,remote login,4,0.0,None,0
1273,2024-09-30 13:53:20.396255,192.168.206.117,network traffic,0,0.0,None,0
1274,2024-09-24 22:03:27.843174,192.168.217.195,usb insert,0,0.0,USB_Access,1
1279,2024-09-13 04:43:02.687183,172.16.3.173,usb insert,0,0.0,None,0
1279,2024-10-12 01:35:46.444969,10.66.252.224,network traffic,0,0.0,None,0
1282,2024-10-12 10:56:21.270015,172.23.153.3,file access,0,3.8,None,0
1287,2024-09-25 12:20:16.257902,192.168.222.227,file access,0,5.51,None,0
1290,2024-10-05 07:07:00.556783,192.168.86.115,network traffic,0,0.0,None,0
1291,2024-09-22 15:57:25.656441,172.27.53.179,remote login,2,0.0,None,0
1291,2024-09-30 01:25:33.376374,10.25.34.66,login,7,0.0,None,0
1292,2024-09-23 01:02:53.769823,172.31.149.220,file access,0,5.67,None,0
1292,2024-10-11 12:43:31.808300,172.21.30.127,remote login,7,0.0,Brute_Force,1
1293,2024-09-16 12:14:55.288244,172.18.71.10,file access,0,13.49,None,0
1293,2024-09-24 20:02:09.886365,192.168.174.76,usb insert,0,0.0,None,0
1293,2024-09-26 06:47:28.301900,172.25.64.111,file access,0,15.33,None,0
1294,2024-10-08 12:10:17.563916,192.168.92.193,file access,0,45.17,None,0
1295,2024-09-15 23:49:18.000618,10.188.244.255,usb insert,0,0.0,None,0
1295,2024-09-16 11:36:38.778388,10.82.13.114,file access,0,36.81,USB_Access,1
1295,2024-10-05 13:46:54.548349,192.168.67.9,file access,0,38.3,None,0
1296,2024-09-24 05:33:27.866044,10.87.185.88,remote login,7,0.0,None,0
1296,2024-10-09 05:28:26.169986,192.168.121.18,usb insert,0,0.0,None,0
1297,2024-10-02 14:59:15.724738,10.209.50.190,network traffic,0,0.0,None,0
1298,2024-09-23 13:44:23.515922,192.168.204.43,network traffic,0,0.0,None,0
1298,2024-10-09 07:58:46.675832,192.168.224.62,file access,0,11.13,None,0
1303,2024-10-01 15:56:54.805068,10.67.64.170,file access,0,1.27,None,0
1304,2024-09-20 18:33:23.544954,192.168.186.44,file access,0,2.27,None,0
1304,2024-10-04 10:46:15.191746,192.168.137.172,login,4,0.0,None,0
1305,2024-10-02 22:51:57.389043,10.103.100.183,usb insert,0,0.0,None,0
1305,2024-10-03 12:49:35.578083,172.22.28.162,remote login,7,0.0,Brute_Force,1
1306,2024-09-24 02:33:07.834914,10.159.185.84,login,4,0.0,None,0
1308,2024-09-18 23:59:00.549567,192.168.123.44,usb insert,0,0.0,None,0
1310,2024-09-29 17:22:40.600192,172.24.227.36,remote login,3,0.0,None,0
1312,2024-09-15 20:16:39.059214,192.168.172.213,file access,0,28.77,None,0
1312,2024-09-22 01:07:19.217945,10.225.160.178,remote login,6,0.0,None,0
1312,2024-09-29 07:09:14.185405,10.177.47.43,remote login,4,0.0,None,0
1314,2024-09-28 09:10:40.705715,10.115.83.90,file access,0,28.53,None,0
1318,2024-09-19 13:13:53.576320,172.25.1.117,file access,0,31.02,None,0
1318,2024-09-30 18:21:22.360775,172.26.172.167,login,6,0.0,None,0
1319,2024-09-14 19:23:31.172858,192.168.136.18,usb insert,0,0.0,Brute_Force,1
1319,2024-10-09 01:11:28.950118,172.20.219.150,network traffic,0,0.0,None,0
1322,2024-09-17 13:42:04.476293,10.172.86.55,exfiltration,3,0.0,Data_Exfil,1
1326,2024-09-28 20:20:20.631006,172.21.182.64,login,4,0.0,None,0
1327,2024-10-08 05:12:15.296624,172.23.249.43,login,10,0.0,None,0
1328,2024-09-25 02:36:35.972904,192.168.205.107,file access,0,8.75,None,0
1332,2024-09-24 14:03:47.523310,10.202.205.193,network traffic,0,0.0,None,0
1332,2024-10-02 21:40:23.695697,172.20.187.237,network traffic,0,0.0,None,0
1332,2024-10-09 17:32:33.788059,10.223.126.37,file access,0,7.69,USB_Access,1
1333,2024-09-21 03:35:51.193836,172.30.84.169,login,5,0.0,None,0
1333,2024-10-09 18:44:33.613455,10.50.141.10,file access,0,10.48,None,0
1334,2024-09-23 10:37:36.499872,10.204.225.211,file access,0,42.73,None,0
1335,2024-09-29 14:20:47.489836,192.168.77.225,exfiltration,0,0.88,Data_Exfil,1
1335,2024-10-03 04:11:04.959803,192.168.182.168,remote login,3,0.0,None,0
1337,2024-09-18 22:07:10.652371,172.20.8.91,file access,0,0.55,None,0
1337,2024-09-25 00:31:23.137020,192.168.237.186,remote login,6,0.0,DDoS_Attempt,1
1337,2024-09-25 18:04:48.002313,10.120.85.15,usb insert,0,0.0,USB_Access,1
1337,2024-10-10 11:08:23.157492,172.30.43.159,exfiltration,0,0.0,Data_Exfil,1
1338,2024-10-02 12:50:26.101554,192.168.61.129,remote login,1,0.0,DDoS_Attempt,1
1339,2024-09-18 17:33:46.750763,10.96.211.149,login,1,0.0,None,0
1340,2024-09-13 19:20:19.300276,10.36.141.50,login,10,0.0,None,0
1344,2024-09-17 08:46:59.985465,192.168.187.125,network traffic,0,0.0,None,0
1345,2024-09-15 00:29:04.254782,10.209.223.107,login,8,0.0,None,0
1345,2024-09-28 12:33:45.801864,10.237.117.43,file access,0,7.97,None,0
1346,2024-10-04 11:21:12.181492,172.30.253.164,remote login,9,0.0,None,0
1346,2024-10-04 22:03:32.224306,172.27.113.178,login,5,0.0,None,0
1347,2024-10-10 16:53:23.065780,10.33.156.145,file access,0,15.03,None,0
1347,2024-10-11 04:50:21.660610,10.182.7.9,usb insert,0,0.0,USB_Access,1
1348,2024-09-15 08:41:45.162739,10.179.27.239,remote login,1,0.0,USB_Access,1
1350,2024-09-30 12:15:32.797226,172.18.53.25,file access,0,34.61,USB_Access,1
1352,2024-09-15 10:07:45.397879,192.168.114.23,file access,0,13.6,None,0
1354,2024-09-14 20:17:14.699120,192.168.193.215,file access,0,32.54,None,0
1354,2024-09-20 09:33:33.109474,192.168.50.114,usb insert,0,0.0,None,0
1354,2024-09-21 13:43:52.621433,10.233.192.151,file access,0,3.55,None,0
1354,2024-09-27 02:46:30.135782,172.28.253.166,file access,0,6.98,None,0
1354,2024-10-09 03:29:21.937723,192.168.158.197,login,1,0.0,None,0
1355,2024-09-21 19:01:56.748158,10.164.111.128,usb insert,0,0.0,Brute_Force,1
1356,2024-09-28 05:05:36.381564,172.29.155.180,network traffic,0,0.0,DDoS_Attempt,1
1358,2024-09-20 00:48:16.371886,10.238.249.21,usb insert,0,0.0,None,0
1359,2024-09-24 21:08:47.202256,192.168.145.43,login,10,0.0,None,0
1360,2024-10-01 03:24:37.802719,172.30.13.3,file access,0,12.64,None,0
1364,2024-09-23 14:34:33.392163,192.168.100.204,file access,0,27.13,None,0
1365,2024-10-12 09:17:21.520971,10.50.6.47,network traffic,0,0.0,None,0
1367,2024-10-06 23:08:06.934095,172.24.80.196,network traffic,0,0.0,None,0
1368,2024-10-02 21:52:36.802178,192.168.7.167,network traffic,0,0.0,None,0
1371,2024-09-29 03:35:02.939688,10.144.230.2,usb insert,0,0.0,None,0
1371,2024-10-11 23:32:37.443176,10.100.254.213,usb insert,0,0.0,None,0
1373,2024-09-16 15:07:16.900502,172.20.110.151,remote login,2,0.0,None,0
1375,2024-09-16 11:37:49.944781,172.16.127.144,remote login,10,0.0,None,0
1375,2024-09-17 19:16:45.923917,192.168.20.72,file access,0,7.38,None,0
1375,2024-09-21 11:51:32.138569,192.168.140.30,file access,0,16.94,None,0
1375,2024-09-28 09:42:50.467438,192.168.22.169,network traffic,0,0.0,None,0
1377,2024-09-30 03:20:09.590704,10.85.146.84,remote login,3,0.0,None,0
1378,2024-09-20 02:04:22.499088,172.21.246.143,usb insert,0,0.0,None,0
1381,2024-09-19 01:32:51.808547,172.29.229.160,file access,0,6.91,None,0
1383,2024-09-18 15:18:14.731565,192.168.209.76,network traffic,0,0.0,None,0
1386,2024-09-15 23:03:11.670890,192.168.142.32,login,9,0.0,None,0
1387,2024-09-15 06:13:59.669038,172.26.3.180,network traffic,0,0.0,None,0
1387,2024-09-23 00:37:32.966680,172.26.4.255,network traffic,0,0.0,None,0
1388,2024-09-20 13:33:40.044822,192.168.155.168,usb insert,0,0.0,Brute_Force,1
1389,2024-09-15 17:09:08.362826,172.21.101.230,remote login,8,0.0,None,0
1389,2024-09-22 19:08:19.734160,10.37.61.134,file access,0,21.86,None,0
1390,2024-09-27 10:23:55.836795,10.33.167.45,file access,0,34.05,None,0
1391,2024-10-10 11:35:22.434365,10.179.24.83,network traffic,0,0.0,None,0
1394,2024-10-11 13:05:43.689558,172.25.118.152,file access,0,40.98,None,0
1395,2024-10-04 11:37:11.617332,172.19.246.21,login,5,0.0,None,0
1397,2024-10-03 21:53:44.062912,192.168.132.241,file access,0,34.37,None,0
1398,2024-09-27 13:12:13.960519,192.168.53.199,usb insert,0,0.0,None,0
1400,2024-09-14 13:04:27.680907,172.22.202.242,file access,0,11.23,None,0
1400,2024-10-09 20:30:53.621707,172.31.24.99,remote login,10,0.0,None,0
1401,2024-09-16 07:32:14.641593,172.25.146.182,file access,0,33.74,None,0
1401,2024-10-02 14:10:01.814953,10.100.184.1,usb insert,0,0.0,None,0
1405,2024-09-19 21:41:14.539576,192.168.106.3,network traffic,0,0.0,None,0
1409,2024-10-07 01:17:54.495465,10.237.229.133,file access,0,40.13,None,0
1410,2024-09-23 08:07:21.660668,10.15.73.58,file access,0,45.27,None,0
1410,2024-09-26 19:56:12.675916,192.168.41.246,network traffic,0,0.0,None,0
1410,2024-10-11 02:45:35.456821,172.24.244.188,file access,0,37.04,None,0
1411,2024-10-01 15:29:49.410461,172.20.137.209,usb insert,0,0.0,None,0
1411,2024-10-05 18:34:39.978246,10.8.253.148,login,3,0.0,USB_Access,1
1412,2024-09-14 13:25:42.357003,192.168.235.11,remote login,8,0.0,None,0
1412,2024-09-28 11:50:48.298137,192.168.29.197,file access,0,39.85,None,0
1415,2024-10-03 10:10:54.961439,172.28.97.2,remote login,2,0.0,None,0
1416,2024-09-30 07:43:06.042891,192.168.30.105,remote login,10,0.0,None,0
1417,2024-10-06 05:34:22.683616,10.254.50.165,file access,0,4.52,None,0
1419,2024-10-01 18:52:29.193725,192.168.165.177,file access,0,1.34,None,0
1419,2024-10-05 17:14:23.075201,10.124.70.100,network traffic,0,0.0,None,0
1421,2024-10-10 11:35:38.526206,192.168.242.246,file access,0,11.31,USB_Access,1
1422,2024-09-23 15:51:04.462301,172.30.235.43,exfiltration,5,0.0,Data_Exfil,1
1422,2024-09-26 14:52:48.794485,172.22.238.61,usb insert,0,0.0,None,0
1424,2024-09-15 02:29:42.545739,172.30.252.7,network traffic,0,0.0,None,0
1424,2024-10-03 07:43:33.818158,192.168.116.12,file access,0,30.73,None,0
1426,2024-09-27 18:12:42.183281,192.168.102.33,usb insert,0,0.0,None,0
1426,2024-10-02 06:26:49.059320,192.168.219.122,remote login,7,0.0,None,0
